"CommHouse","Date","Time","Type","Action","LastName","FirstName","MiddleName","Position","Term","Resides_At","ModDate"
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Conlon","Kelly","A.","to be a Judge of the Superior Court","to succeed The Honorable James J. Guida, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Wyckoff",1/25/2024 0:00:00
"S","3/7/2024","12:00 PM","Quorum","Reported From Committee","Conlon","Kelly","A.","to be a Judge of the Superior Court","to succeed The Honorable James J. Guida, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Wyckoff",3/7/2024 0:00:00
"SJU","3/7/2024","10:00 AM","Meeting","Interviewed","Conlon","Kelly","A.","to be a Judge of the Superior Court","to succeed The Honorable James J. Guida, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Wyckoff",2/29/2024 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Conway","George"," ","to be a member of the Sussex County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2027.","Highland Lakes",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Conway","George"," ","to be a member of the Sussex County Board of Taxation","to succeed himself, for the term prescribed by law.","Highland Lakes",12/11/2025 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Referred To Committee","Conway","George"," ","to be a member of the Sussex County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2027.","Highland Lakes",12/16/2024 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Conway","George"," ","to be a member of the Sussex County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2027.","Highland Lakes",12/15/2025 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Conway","George"," ","to be a member of the Sussex County Board of Taxation","to succeed himself, for the term prescribed by law.","Highland Lakes",5/12/2025 0:00:00
"S","5/19/2025","12:00 PM","Quorum","Withdrawn","Conway","George"," ","to be a member of the Sussex County Board of Taxation","to succeed himself, for the term prescribed by law.","Highland Lakes",5/19/2025 0:00:00
"S","6/19/2025","12:00 PM","Quorum","Referred To Committee","Cooper","Ryan"," ","to be a member of the Local Finance Board","to replace Theodore Light, for the term prescribed by law, currently set to expire July 1, 2029.","Cranford",6/19/2025 0:00:00
"S","12/1/2025","12:00 AM","Quorum","Reported From Committee","Cooper","Ryan"," ","to be a member of the Local Finance Board","to replace Theodore Light, for the term prescribed by law, currently set to expire July 1, 2029.","Cranford",12/1/2025 0:00:00
"SJU","12/1/2025","10:00 AM","Meeting","Considered","Cooper","Ryan"," ","to be a member of the Local Finance Board","to replace Theodore Light, for the term prescribed by law, currently set to expire July 1, 2029.","Cranford",11/26/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Cooper","Ryan"," ","to be a member of the Local Finance Board","to replace Theodore Light, for the term prescribed by law, currently set to expire July 1, 2029.","Cranford",12/18/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Cornell","Jackie"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Deborah Veach, for the term prescribed by law.","Pennington",12/22/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Considered","Cornell","Jackie"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Deborah Veach, for the term prescribed by law.","Pennington",12/16/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Cornell","Jackie"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Deborah Veach, for the term prescribed by law.","Pennington",12/18/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Cornell","Jackie"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Deborah Veach, for the term prescribed by law.","Pennington",11/20/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Cortez","Lourdes"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed herself, for the term prescribed by law.","Elmwood Park",11/20/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Considered","Cortez","Lourdes"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed herself, for the term prescribed by law.","Elmwood Park",12/19/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Cortez","Lourdes"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed herself, for the term prescribed by law.","Elmwood Park",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Cortez","Lourdes"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed herself, for the term prescribed by law.","Elmwood Park",12/22/2025 0:00:00
"SJU","3/14/2024","10:00 AM","Meeting","Considered","Cosgrove","Joseph"," ","to be a member of the Rowan University Board of Trustees","to succeed Sunitha Menon-Rudolph, for the term prescribed by law, currently set to expire June 30, 2029.","Mullica Hill",3/12/2024 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Cosgrove","Joseph"," ","to be a member of the Rowan University Board of Trustees","to succeed Sunitha Menon-Rudolph, for the term prescribed by law, currently set to expire June 30, 2029.","Mullica Hill",1/25/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Advise and Consent","Cosgrove","Joseph"," ","to be a member of the Rowan University Board of Trustees","to succeed Sunitha Menon-Rudolph, for the term prescribed by law, currently set to expire June 30, 2029.","Mullica Hill",3/18/2024 0:00:00
"S","3/14/2024","12:00 PM","Quorum","Reported From Committee","Cosgrove","Joseph"," ","to be a member of the Rowan University Board of Trustees","to succeed Sunitha Menon-Rudolph, for the term prescribed by law, currently set to expire June 30, 2029.","Mullica Hill",3/14/2024 0:00:00
"S","12/4/2025","12:00 AM","Quorum","Referred To Committee","Coviello","Joseph"," ","to be a member of the New Jersey Board of Public Utilities","to replace Marian Abdou, for the term prescribed by law.","Nutley",12/4/2025 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Coviello","Joseph"," ","to be a member of the New Jersey Board of Public Utilities","to replace Marian Abdou, for the term prescribed by law.","Nutley",1/12/2026 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Coviello","Joseph"," ","to be a member of the New Jersey Board of Public Utilities","to replace Marian Abdou, for the term prescribed by law.","Nutley",12/22/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Interviewed","Coviello","Joseph"," ","to be a member of the New Jersey Board of Public Utilities","to replace Marian Abdou, for the term prescribed by law.","Nutley",12/19/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Crabb","Phillip"," ","to be a member of the Sussex County Board of Taxation","to replace Andrea Cocula, for the term prescribed by law, currently set to expire May 1, 2026.","Franklin",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Crabb","Phillip"," ","to be a member of the Sussex County Board of Taxation","to replace Andrea Cocula, for the term prescribed by law, currently set to expire May 1, 2026.","Franklin",12/18/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Crabb","Phillip"," ","to be a member of the Sussex County Board of Taxation","to replace Andrea Cocula, for the term prescribed by law, currently set to expire May 1, 2026.","Franklin",12/15/2025 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Crabb","Phillip"," ","to be a member of the Sussex County Board of Taxation","to replace Andrea Cocula, for the term prescribed by law, currently set to expire May 1, 2026.","Franklin",5/12/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Crouch","Kevin"," ","to be a member of the Salem County Board of Taxation","to succeed himself, for the term prescribed by law.","Woodstown",12/15/2025 0:00:00
"S","12/4/2025","12:00 AM","Quorum","Referred To Committee","Crouch","Kevin"," ","to be a member of the Salem County Board of Taxation","to succeed himself, for the term prescribed by law.","Woodstown",12/4/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Crouch","Kevin"," ","to be a member of the Salem County Board of Taxation","to succeed himself, for the term prescribed by law.","Woodstown",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Crouch","Kevin"," ","to be a member of the Salem County Board of Taxation","to succeed himself, for the term prescribed by law.","Woodstown",12/11/2025 0:00:00
"SJU","5/20/2024","10:00 AM","Meeting","Considered","Cullen","Glenn"," ","to be a member of the Middlesex County Board of Taxation","to fill a vacancy, for the term prescribed by law, ending 5 years from the date of appointment.","South Plainfield",5/17/2024 0:00:00
"S","2/22/2024","12:00 PM","Quorum","Referred To Committee","Cullen","Glenn"," ","to be a member of the Middlesex County Board of Taxation","to fill a vacancy, for the term prescribed by law, ending 5 years from the date of appointment.","South Plainfield",2/22/2024 0:00:00
"S","5/20/2024","11:00 AM","Session","Advise and Consent","Cullen","Glenn"," ","to be a member of the Middlesex County Board of Taxation","to fill a vacancy, for the term prescribed by law, ending 5 years from the date of appointment.","South Plainfield",5/20/2024 0:00:00
"S","5/20/2024","11:00 AM","Session","Reported From Committee","Cullen","Glenn"," ","to be a member of the Middlesex County Board of Taxation","to fill a vacancy, for the term prescribed by law, ending 5 years from the date of appointment.","South Plainfield",5/20/2024 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Cunningham","Christopher"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Arthur Jacobs, for the term prescribed by law.","Hasbrouck Heights",1/12/2026 0:00:00
"S","12/18/2025","01:00 PM","Session","Referred To Committee","Cunningham","Christopher"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Arthur Jacobs, for the term prescribed by law.","Hasbrouck Heights",12/18/2025 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Cunningham","Christopher"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Arthur Jacobs, for the term prescribed by law.","Hasbrouck Heights",1/8/2026 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Considered","Cunningham","Christopher"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Arthur Jacobs, for the term prescribed by law.","Hasbrouck Heights",1/6/2026 0:00:00
"SJU","5/16/2024","10:00 AM","Meeting","Interviewed","Cunningham","Rodney"," ","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Galloway",5/14/2024 0:00:00
"S","5/20/2024","11:00 AM","Session","Advise and Consent","Cunningham","Rodney"," ","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Galloway",5/20/2024 0:00:00
"S","5/16/2024","12:00 PM","Quorum","Reported From Committee","Cunningham","Rodney"," ","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Galloway",5/16/2024 0:00:00
"S","2/5/2024","12:00 PM","Quorum","Referred To Committee","Cunningham","Rodney"," ","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Galloway",2/5/2024 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Curiale","Nicolino"," ","to be a member of the Union County Board of Taxation","to replace Maureen McLeer Morin, for the term prescribed by law.","Summit",12/15/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Curiale","Nicolino"," ","to be a member of the Union County Board of Taxation","to replace Maureen McLeer Morin, for the term prescribed by law.","Summit",11/20/2025 0:00:00
